,id,name,releaseDate,type,currentLowestPrice,currency,availability,price,seller,url
61,minecraft-windows-10-edition,Minecraft - Windows 10 Edition,2015-07-14,game,21.33,USD,OnlineOnly,29.99,Newegg,https://click.linksynergy.com/deeplink
62,minecraft-windows-10-edition,Minecraft - Windows 10 Edition,2015-07-14,game,21.33,USD,OnlineOnly,29.99,Microsoft Store,https://click.linksynergy.com/deeplink
63,minecraft-windows-10-edition,Minecraft - Windows 10 Edition,2015-07-14,game,21.33,USD,OnlineOnly,29.99,Amazon.com,https://www.amazon.com/gp/product/B09ZY21PM4
64,minecraft-windows-10-edition,Minecraft - Windows 10 Edition,2015-07-14,game,21.33,USD,OnlineOnly,32.64,Wyrel.com,https://wyrel.com/en/buy-desevyh-minecraft-pc-56042
65,minecraft-windows-10-edition,Minecraft - Windows 10 Edition,2015-07-14,game,21.33,USD,OnlineOnly,33.46,Eneba,https://www.eneba.com/windows-store-minecraft-starter-collection-windows-10-store-key-global
66,minecraft-windows-10-edition,Minecraft - Windows 10 Edition,2015-07-14,game,21.33,USD,OnlineOnly,33.82,G2A,https://www.g2a.com/minecraft-java-bedrock-edition-pc-microsoft-store-key-global-i10000326476001
67,minecraft-java-and-bedrock-edition,Minecraft Java & Bedrock Edition,2022-06-07,pack,26.83,USD,OnlineOnly,26.83,Eneba,https://www.eneba.com/other-minecraft-java-bedrock-edition-official-website-key-global
68,minecraft-java-and-bedrock-edition,Minecraft Java & Bedrock Edition,2022-06-07,pack,26.83,USD,OnlineOnly,29.99,Newegg,https://click.linksynergy.com/deeplink
69,minecraft-java-and-bedrock-edition,Minecraft Java & Bedrock Edition,2022-06-07,pack,26.83,USD,OnlineOnly,29.99,Microsoft Store,https://click.linksynergy.com/deeplink
70,minecraft-java-and-bedrock-edition,Minecraft Java & Bedrock Edition,2022-06-07,pack,26.83,USD,OnlineOnly,29.99,Amazon.com,https://www.amazon.com/gp/product/B09ZY21PM4
71,minecraft-java-and-bedrock-edition,Minecraft Java & Bedrock Edition,2022-06-07,pack,26.83,USD,OnlineOnly,33.82,G2A,https://www.g2a.com/minecraft-java-bedrock-edition-pc-microsoft-store-key-global-i10000326476001
72,minecraft-dungeons-ultimate-edition,Minecraft Dungeons Ultimate Edition,2021-09-22,pack,32.11,USD,OnlineOnly,32.11,Instant Gaming,https://www.instant-gaming.com/en/9398-/
73,minecraft-dungeons-ultimate-edition,Minecraft Dungeons Ultimate Edition,2021-09-22,pack,32.11,USD,OnlineOnly,39.99,Newegg,https://click.linksynergy.com/deeplink
74,minecraft-dungeons-ultimate-edition,Minecraft Dungeons Ultimate Edition,2021-09-22,pack,32.11,USD,OnlineOnly,39.99,Steam,https://store.steampowered.com/sub/620265/
75,minecraft-dungeons-ultimate-edition,Minecraft Dungeons Ultimate Edition,2021-09-22,pack,32.11,USD,OnlineOnly,39.99,Microsoft Store,https://click.linksynergy.com/deeplink
76,minecraft-dungeons-ultimate-edition,Minecraft Dungeons Ultimate Edition,2021-09-22,pack,32.11,USD,OnlineOnly,45.36,Wyrel.com,https://wyrel.com/en/buy-cheap-minecraft-dungeons-pc-39120
77,minecraft-dungeons-ultimate-edition,Minecraft Dungeons Ultimate Edition,2021-09-22,pack,32.11,USD,OnlineOnly,46.14,GAMIVO,https://www.gamivo.com/product/minecraft-dungeons-ultimate-edition-steam-gift
